REGION,CODIGO LOCALIDAD,CODIGO NODO,SITIO,TIPO DE NODO,MAC ADDRES
AYACUCHO,AY-0167,AY-0167-A01,MAUCALLACTA,INTERMEDIO,00-0A-19-CA-03-D4
AYACUCHO,AY-0168,AY-0168-A01,HUAMBALPA,DISTRITAL,00-0A-19-C8-87-32
AYACUCHO,AY-0169,AY-0169-A01,MAYHUAVILCA,INTERMEDIO,00-0A-19-CA-4A-62
AYACUCHO,AY-0170,AY-0170-A01,MAYNAY,TERMINAL,[00-0A-19-CA-01-FF]
AYACUCHO,AY-0171,AY-0171-A01,CARHUACUCHO,INTERMEDIO,00-0A-19-C9-AC-85
AYACUCHO,AY-0172,AY-0172-A01,MIRMACA NUEVO (HDA. PORVENIR),TERMINAL,00-0A-19-C9-AE-30
AYACUCHO,AY-0173,AY-0173-A01,MISQUIBAMBA,TERMINAL,[00-0A-19-CA-02-78]
AYACUCHO,AY-0175,AY-0175-A01,LLAUTA,DISTRITAL,00-0A-19-C9-BB-30
AYACUCHO,AY-0176,AY-0176-A01,MORCOLLA,DISTRITAL,00-0A-19-CA-4A-18
AYACUCHO,AY-0177,AY-0177-A01,MORCOLLA CHICO (MAROCOLLA),INTERMEDIO,00-0A-19-CA-04-6C
AYACUCHO,AY-0178,AY-0178-A01,MOYA,TERMINAL,00-0A-19-CA-4A-23
AYACUCHO,AY-0179,AY-0179-A01,MAYOBAMBA,TERMINAL,00-0A-19-CA-78-71
AYACUCHO,AY-0180,AY-0180-A01,MUCHAPAMPA,INTERMEDIO,00-0A-19-C9-AE-EC
AYACUCHO,AY-0181,AY-0181-A01,MURUNCANCHA,TERMINAL,00-0A-19-C9-AD-10
AYACUCHO,AY-0182,AY-0182-A01,MUYURINA,TERMINAL,00-0A-19-CA-3D-8F
AYACUCHO,AY-0183,AY-0183-A01,NINABAMBA,TERMINAL,[00-0A-19-C9-AF-39]
AYACUCHO,AY-0184,AY-0184-A01,PUCARA,TERMINAL,00-0A-19-C9-A7-EF
AYACUCHO,AY-0185,AY-0185-A01,NIÑO YUCAY,TERMINAL,[00-0A-19-CA-77-E6]
AYACUCHO,AY-0186,AY-0186-A01,NUEVA JERUSALEN,TERMINAL,OFFLINE
AYACUCHO,AY-0187,AY-0187-A01,CORAZON PATA,INTERMEDIO,[00-0A-19-CA-78-B7]
AYACUCHO,AY-0188,AY-0188-A01,OCAÑA,DISTRITAL,00-0A-19-C8-86-E4
AYACUCHO,AY-0189,AY-0189-A01,GLORIA AMARGURA,TERMINAL,00-0A-19-CA-77-72
AYACUCHO,AY-0190,AY-0190-A01,OSNO ALTA,TERMINAL,[00-0A-19-CA-44-C1]
AYACUCHO,AY-0191,AY-0191-A01,LLOCHEGUA,DISTRITAL,00-0A-19-C8-86-6A
AYACUCHO,AY-0192,AY-0192-A01,OYOLO,DISTRITAL,00-0A-19-C9-AD-BD
AYACUCHO,AY-0193,AY-0193-A01,PACAPAUSA,DISTRITAL,00-0A-19-C9-AC-7D
AYACUCHO,AY-0195,AY-0195-A01,PACCHA,TERMINAL,00-0A-19-C9-F4-69
AYACUCHO,AY-0196,AY-0196-A01,PAICO,DISTRITAL,00-0A-19-C9-A7-CD
AYACUCHO,AY-0197,AY-0197-A01,PALLCCA,TERMINAL,[00-0A-19-CA-04-5A]
AYACUCHO,AY-0198,AY-0198-A01,PALLCCACANCHA,INTERMEDIO,00-0A-19-C9-F4-64
AYACUCHO,AY-0199,AY-0199-A01,PALMAPAMPA,DISTRITAL,00-0A-19-CA-49-B8
AYACUCHO,AY-0201,AY-0201-A01,PERIAVENTE ALTA,TERMINAL,00-0A-19-CA-49-F0
AYACUCHO,AY-0202,AY-0202-A01,PUERTO AMARGURA,TERMINAL,00-0A-19-C9-AD-80
AYACUCHO,AY-0203,AY-0203-A01,PAMPA MIRAFLORES,TERMINAL,[00-0A-19-C9-F5-23]
AYACUCHO,AY-0204,AY-0204-A01,PAMPAMARCA BAJA,INTERMEDIO,00-0A-19-CA-04-42
AYACUCHO,AY-0206,AY-0206-A01,PAMPAS,DISTRITAL,00-0A-19-C9-F5-02
AYACUCHO,AY-0207,AY-0207-A01,PAQUECC,INTERMEDIO,00-0A-19-CA-01-2E
AYACUCHO,AY-0208,AY-0208-A01,NUEVO PACCHA HUALLHUA,DISTRITAL,00-0A-19-C9-AC-C2
AYACUCHO,AY-0209,AY-0209-A01,PARARCA,DISTRITAL,00-0A-19-C9-BB-76
AYACUCHO,AY-0210,AY-0210-A01,PARAS,DISTRITAL,00-0A-19-C9-AC-C1
AYACUCHO,AY-0211,AY-0211-A01,PATACHANA,TERMINAL,00-0A-19-C9-AE-DD
AYACUCHO,AY-0212,AY-0212-A01,PATAHUASI,INTERMEDIO,00-0A-19-C9-A7-39
AYACUCHO,AY-0213,AY-0213-A01,CCERAOCRO,TERMINAL,00-0A-19-C9-AE-75
AYACUCHO,AY-0215,AY-0215-A01,CHUMBES,TERMINAL,[00-0A-19-C9-F4-09]
AYACUCHO,AY-0216,AY-0216-A01,PICHIWILCA,TERMINAL,00-0A-19-CA-44-9B
AYACUCHO,AY-0217,AY-0217-A01,PINAHUA,TERMINAL,00-0A-19-CA-01-BA
AYACUCHO,AY-0218,AY-0218-A01,PIRIATO,TERMINAL,00-0A-19-CA-4A-17
AYACUCHO,AY-0219,AY-0219-A01,POMABAMBA,DISTRITAL,00-0A-19-C9-BB-3E
AYACUCHO,AY-0220,AY-0220-A01,POMACOCHA,INTERMEDIO,00-0A-19-CA-02-9B
AYACUCHO,AY-0221,AY-0221-A01,POMAPUQUIO,TERMINAL,[00-0A-19-CA-01-5C]
AYACUCHO,AY-0222,AY-0222-A01,POMATAMBO,INTERMEDIO,00-0A-19-CA-01-98
AYACUCHO,AY-0223,AY-0223-A01,PONGOCOCHA,TERMINAL,00-0A-19-C9-F4-19
AYACUCHO,AY-0224,AY-0224-A01,PORTA CRUZ,INTERMEDIO,[00-0A-19-C9-AE-28]
AYACUCHO,AY-0225,AY-0225-A01,MAYABAMBA,TERMINAL,[00-0A-19-D9-59-C0]
AYACUCHO,AY-0226,AY-0226-A01,NIÑO JESUS DE PAJONAL,TERMINAL,00-0A-19-CA-01-98
AYACUCHO,AY-0227,AY-0227-A01,PULLO,DISTRITAL,00-0A-19-C9-AE-BA
AYACUCHO,AY-0231,AY-0231-A01,PUTACCA,INTERMEDIO,00-0A-19-CA-02-8B
AYACUCHO,AY-0232,AY-0232-A01,OCROS,DISTRITAL,00-0A-19-C9-AE-63
AYACUCHO,AY-0234,AY-0234-A01,QARIN,INTERMEDIO,[00-0A-19-CA-78-10]
AYACUCHO,AY-0235,AY-0235-A01,QASANQAY,TERMINAL,00-0A-19-C9-AD-55
AYACUCHO,AY-0236,AY-0236-A01,QOLLPACUCHO,INTERMEDIO,00-0A-19-C9-AE-0E
AYACUCHO,AY-0237,AY-0237-A01,QOTOPUQUIO,TERMINAL,00-0A-19-CA-4B-8D
AYACUCHO,AY-0239,AY-0239-A01,QUILCATA,DISTRITAL,00-0A-19-CB-2C-42
AYACUCHO,AY-0242,AY-0242-A01,QUINRAPA,TERMINAL,[00-0A-19-CA-4A-A6]
AYACUCHO,AY-0244,AY-0244-A01,QUISHUARCANCHA,TERMINAL,00-0A-19-C9-AR-15
AYACUCHO,AY-0245,AY-0245-A01,SANTA ROSA DE QOCHAMARCA,TERMINAL,[00-0A-19-C9-F5-2E]
AYACUCHO,AY-0246,AY-0246-A01,QUITURARA,TERMINAL,00-0A-19-C9-F5-15
AYACUCHO,AY-0247,AY-0247-A01,OTOCA,DISTRITAL,00-0A-19-C9-BB-60
AYACUCHO,AY-0249,AY-0249-A01,RINCONADA BAJA,TERMINAL,[00-0A-19-CA-02-67]
AYACUCHO,AY-0250,AY-0250-A01,ROSARIO,INTERMEDIO,00-0A-19-C9-AE-44
AYACUCHO,AY-0251,AY-0251-A01,RUMI RUMI,INTERMEDIO,00-0A-19-C9-BB-3F
AYACUCHO,AY-0252,AY-0252-A01,SACHABAMBA,TERMINAL,00-0A-19-CA-02-36
AYACUCHO,AY-0253,AY-0253-A01,SACHARACCAY,INTERMEDIO,[00-0A-19-CA-4B-8F]
AYACUCHO,AY-0254,AY-0254-A01,SACSAMARCA,DISTRITAL,00-0A-19-C8-87-46
AYACUCHO,AY-0255,AY-0255-A01,SACSARA,INTERMEDIO,00-0A-19-CA-04-13
AYACUCHO,AY-0256,AY-0256-A01,URUIZA,TERMINAL,[00-0A-19-D9-6B-C5]
AYACUCHO,AY-0258,AY-0258-A01,SALLASALLA,INTERMEDIO,00-0A-19-C9-F3-B8
AYACUCHO,AY-0259,AY-0259-A01,HUALCHANCCA,TERMINAL,00-0A-19-C9-AF-43
AYACUCHO,AY-0262,AY-0262-A01,SAN ANTONIO,INTERMEDIO,00-0A-19-CA-42-6D
AYACUCHO,AY-0263,AY-0263-A01,JUSCAYMARCA,INTERMEDIO,00-0A-19-CA-42-6D
AYACUCHO,AY-0265,AY-0265-A01,SAN ANTONIO DE COCHA,TERMINAL,[00-0A-19-CA-77-EC]
AYACUCHO,AY-0266,AY-0266-A01,SAN ANTONIO DE CULLUCHA,TERMINAL,00-0A-19-CA-4A-28
AYACUCHO,AY-0268,AY-0268-A01,PAMPA CANGALLO,DISTRITAL,00-0A-19-C9-AF-48
AYACUCHO,AY-0269,AY-0269-A01,SAN FRANCISCO,DISTRITAL,00-0A-19-CA-4C-8F
AYACUCHO,AY-0270,AY-0270-A01,SAN FRANCISCO DE CUCHICANCHA,TERMINAL,[00-0A-19-CA-4B-89]
AYACUCHO,AY-0271,AY-0271-A01,SAN FRANCISCO DE PUJAS,INTERMEDIO,[00-0A-19-C9-F4-0D]
AYACUCHO,AY-0273,AY-0273-A01,SAN JAVIER DE ALPABAMBA,DISTRITAL,000A-19-C9-A5-D3
AYACUCHO,AY-0274,AY-0274-A01,SAISA,DISTRITAL,00-0A-19-C9-A7-DA
AYACUCHO,AY-0275,AY-0275-A01,SAN JOSE DE HUARCAYA,TERMINAL,00-0A-19-C9-F4-BA
AYACUCHO,AY-0276,AY-0276-A01,MARCCARE,TERMINAL,[00-0A-19-CA-02-49]
AYACUCHO,AY-0277,AY-0277-A01,SAN JOSE DE PARCCAHUANCA,INTERMEDIO,[00-0A-19-D9-6A-E8]
AYACUCHO,AY-0278,AY-0278-A01,SAN JOSE DE SECCE,DISTRITAL,00-0A-19-CA-4A-64
AYACUCHO,AY-0279,AY-0279-A01,SAN JOSE DE USHUA,DISTRITAL,00-0A-19-C8-87-48
AYACUCHO,AY-0280,AY-0280-A01,SAN JUAN,DISTRITAL,00-0A-19-C9-AF-45
AYACUCHO,AY-0282,AY-0282-A01,SAN JUAN DE CHITO,TERMINAL,[00-0A-19-C9-AE-5E]
AYACUCHO,AY-0283,AY-0283-A01,SAN JUAN DE CULLUHUANCCA,TERMINAL,[00-0A-19-CA-01-3E]
AYACUCHO,AY-0284,AY-0284-A01,SAN JUAN DE MATUCANA,TERMINAL,00-0A-19-CA-5E-9B
AYACUCHO,AY-0285,AY-0285-A01,SAN JUAN DE RAYAN,TERMINAL,[00-0A-19-C9-AF-32]
AYACUCHO,AY-0286,AY-0286-A01,SAN JUAN DE TAMBOBAMBA,TERMINAL,00-0A-19-C9-AD-66
AYACUCHO,AY-0288,AY-0288-A01,SAN PEDRO DE CACHI,DISTRITAL,00-0A-19-C9-AD-47
AYACUCHO,AY-0290,AY-0290-A01,SAN MARTIN DE HERCOMARCA,INTERMEDIO,00-0A-19-C9-BB-74
AYACUCHO,AY-0293,AY-0293-A01,SAN PABLO,INTERMEDIO,00-0A-19-C9-A7-CC
AYACUCHO,AY-0294,AY-0294-A01,SAN PEDRO,DISTRITAL,00-0A-19-C9-A5-77
AYACUCHO,AY-0295,AY-0295-A01,SAN PEDRO DE HUAYA,DISTRITAL,00-0A-19-CA-78-41
AYACUCHO,AY-0296,AY-0296-A01,TIQUIHUA,TERMINAL,[00-0A-19-CA-77-EE]
AYACUCHO,AY-0297,AY-0297-A01,SAN PEDRO DE LARCAY,DISTRITAL,00-0A-19-CA-77-FD
AYACUCHO,AY-0298,AY-0298-A01,SAN PEDRO DE PALCO,DISTRITAL,00-0A-19-C9-AE-26
AYACUCHO,AY-0300,AY-0300-A01,SAN SALVADOR DE QUIJE,DISTRITAL,00-0A-19-C9-AD-87
AYACUCHO,AY-0301,AY-0301-A01,SAN SEBASTIAN DE SACRACA,TERMINAL,00-0A-19-CA-77-EB
AYACUCHO,AY-0302,AY-0302-A01,SANTA LUCIA,DISTRITAL,00-0A-19-CA-49-E3
AYACUCHO,AY-0303,AY-0303-A01,SANCOS,DISTRITAL,00-0A-19-C9-AD-4F
AYACUCHO,AY-0304,AY-0304-A01,SANTA ANA DE HUAYCAHUACHO,DISTRITAL,00-0A-19-CA-3D-DF
AYACUCHO,AY-0305,AY-0305-A01,SARHUA,DISTRITAL,00-0A-19-C8-87-DA
AYACUCHO,AY-0307,AY-0307-A01,SANTA ROSA (@SANTA ROSA),DISTRITAL,00-0A-19-C9-A8-3F
AYACUCHO,AY-0309,AY-0309-A01,SANTA ROSA DE CCOCHA,TERMINAL,00-0A-19-CA-4B-6B
AYACUCHO,AY-0310,AY-0310-A01,SANTA ROSA DE COCHABAMBA,TERMINAL,00-0A-19-CA-4A-59
AYACUCHO,AY-0311,AY-0311-A01,BALSAMUYOCC,TERMINAL,00-0A-19-C9-F5-2D
AYACUCHO,AY-0312,AY-0312-A01,SANTIAGO DE LUCANAMARCA,DISTRITAL,00-0A-19-C9-A7-E4
AYACUCHO,AY-0313,AY-0313-A01,SANTIAGO DE PAUCARAY,DISTRITAL,00-0A-19-CC-B3-A9
AYACUCHO,AY-0314,AY-0314-A01,SANTIAGO DE PISCHA,TERMINAL,[00-0A-19-CA-78-38]
AYACUCHO,AY-0315,AY-0315-A01,SANTIAGO DE VADO,TERMINAL,00-0A-19-C9-AD-07
AYACUCHO,AY-0317,AY-0317-A01,CHUVIVANA,INTERMEDIO,00-0A-19-CA-4A-65
AYACUCHO,AY-0318,AY-0318-A01,COMPAÑIA BAJA,TERMINAL,00-0A-19-C9-F4-E3
AYACUCHO,AY-0319,AY-0319-A01,SECCELAMBRAS,TERMINAL,00-0A-19-C9-AE-E3
AYACUCHO,AY-0320,AY-0320-A01,SECCLLAS,TERMINAL,00-0A-19-CA-01-1F
AYACUCHO,AY-0321,AY-0321-A01,SIHUI,TERMINAL,00-0A-19-CA-4C-97
AYACUCHO,AY-0322,AY-0322-A01,SIMARIBA,INTERMEDIO,00-0A-19-CA-44-A8
AYACUCHO,AY-0323,AY-0323-A01,SIMPAPATA,TERMINAL,00-0A-19-CA-44-E3
AYACUCHO,AY-0325,AY-0325-A01,SOCOS,DISTRITAL,00-0A-19-C9-A7-D2
AYACUCHO,AY-0326,AY-0326-A01,SONDONDO,TERMINAL,00-0A-19-CA-02-6F
AYACUCHO,AY-0327,AY-0327-A01,SAN MARTIN,TERMINAL,00-0A-19-C9-F4-49
AYACUCHO,AY-0328,AY-0328-A01,SIVIA,DISTRITAL,00-0A-19-C9-BB-2F
AYACUCHO,AY-0329,AY-0329-A01,TACA,TERMINAL,00-0A-19-CA-01-A2
AYACUCHO,AY-0330,AY-0330-A01,TAMBILLO,DISTRITAL,00-0A-19-C9-AC-FC
AYACUCHO,AY-0331,AY-0331-A01,TAMBO,DISTRITAL,00-0A-19-C8-86-2E
AYACUCHO,AY-0332,AY-0332-A01,TAMBO QUEMADO,DISTRITAL,00-0A-19-C9-BB-4F
AYACUCHO,AY-0333,AY-0333-A01,TAMBOCUCHO,INTERMEDIO,[00-0A-19-C9-AE-2C]
AYACUCHO,AY-0334,AY-0334-A01,TARCO,TERMINAL,00-0A-19-C9-AF-37
AYACUCHO,AY-0335,AY-0335-A01,TICLLAS,DISTRITAL,00-0A-19-CA-77-62
AYACUCHO,AY-0336,AY-0336-A01,TINTAY,TERMINAL,[00-0A-19-C9-AE-21]
AYACUCHO,AY-0337,AY-0337-A01,TINTE,TERMINAL,00-0A-19-CA-01-28
AYACUCHO,AY-0338,AY-0338-A01,SORAS,DISTRITAL,00-0A-19-CA-01-CD
AYACUCHO,AY-0339,AY-0339-A01,TOTOS,DISTRITAL,00-0A-19-C9-AE-B9
AYACUCHO,AY-0340,AY-0340-A01,TRIBOLINE,TERMINAL,00-0A-19-C9-BB-46
AYACUCHO,AY-0341,AY-0341-A01,CHACABAMBA,TERMINAL,00-0A-19-C9-F4-C7
AYACUCHO,AY-0342,AY-0342-A01,TUPAC AMARU DE PATIBAMBA,TERMINAL,[00-0A-19-CA-01-F5]
AYACUCHO,AY-0343,AY-0343-A01,CHUYMAY (PUEBLO NUEVO),TERMINAL,00-0A-19-C9-F4-AB
AYACUCHO,AY-0344,AY-0344-A01,UNION PALAYCCA,TERMINAL,[00-0A-19-C9-F4-71]
AYACUCHO,AY-0345,AY-0345-A01,UNION POTRERO,TERMINAL,[00-0A-19-C9-F3-ED]
AYACUCHO,AY-0346,AY-0346-A01,COCAS,TERMINAL,OFFLINE
AYACUCHO,AY-0347,AY-0347-A01,UPAHUACHO,DISTRITAL,00-0A-19-CA-4B-9E
AYACUCHO,AY-0348,AY-0348-A01,URPAY BAJO,INTERMEDIO,00-0A-19-C9-AE-2F
AYACUCHO,AY-0351,AY-0351-A01,RAMON CASTILLA,INTERMEDIO,00-0A-19-CA-01-4D
AYACUCHO,AY-0353,AY-0353-A01,VILLA FLORIDA,TERMINAL,00-0A-19-CA-4C-A0
AYACUCHO,AY-0354,AY-0354-A01,VILCANCHOS,DISTRITAL,00-0A-19-C9-AD-6B
AYACUCHO,AY-0355,AY-0355-A01,VINCHOS,DISTRITAL,00-0A-19-C8-84-D9
AYACUCHO,AY-0356,AY-0356-A01,VIRACOCHAN,DISTRITAL,00-0A-19-C9-A7-ED
AYACUCHO,AY-0357,AY-0357-A01,VISCHONGO,DISTRITAL,00-0A-19-C9-BB-5F
AYACUCHO,AY-0363,AY-0363-A01,YANAYACU,TERMINAL,00-0A-19-C9-F4-26
AYACUCHO,AY-0364,AY-0364-A01,YURACCHUASI,TERMINAL,[00-0A-19-C9-AE-2B]
AYACUCHO,AY-0367,AY-0367-A01,REP1-105,AISLADO,00-0A-19-C9-AC-DC
AYACUCHO,AY-0368,AY-0368-A01,REP1-109,AISLADO,[00-0A-19-D9-7F-C4]
AYACUCHO,AY-0369,AY-0369-A01,REP1-110,AISLADO,[00-0A-19-CA-03-E2]
AYACUCHO,AY-0371,AY-0371-A01,REP1-114,AISLADO,00-0A-19-C9-AE7D
AYACUCHO,AY-0372,AY-0372-A01,REP1-116,AISLADO,00-0A-19-CA-77-84
AYACUCHO,AY-0373,AY-0373-A01,REP1-120,AISLADO,00-0A-19-CC-B1-15
AYACUCHO,AY-0374,AY-0374-A01,REP1-124,AISLADO,[00-0A-19-D9-6B-49]
AYACUCHO,AY-0375,AY-0375-A01,REP1-128,AISLADO,00-A4-19-CA-78-AC
AYACUCHO,AY-0378,AY-0378-A01,REP1-136,AISLADO,00-0A-19-CA-01-EA]
AYACUCHO,AY-0380,AY-0380-A01,REP1-139,AISLADO,00-0A-19-CA-77-8C
AYACUCHO,AY-0381,AY-0381-A01,REP1-140,AISLADO,00-0A-19-CA-77-CC
AYACUCHO,AY-0382,AY-0382-A01,REP1-141,AISLADO,[00-0A-19-CA-00-FE]
AYACUCHO,AY-0383,AY-0383-A01,REP1-142,AISLADO,00-0A-19-CA-77-8E
AYACUCHO,AY-0384,AY-0384-A01,REP1-144,AISLADO,00-0A-19-CA-77-88
AYACUCHO,AY-0386,AY-0386-A01,REP2-132,AISLADO,[00-0A-19-CA-02-75]
AYACUCHO,AY-0389,AY-0389-A01,REP3-133,AISLADO,00-0A-19-C9-F4-E1
AYACUCHO,AY-0399,AY-0399-A01,CCAYARPACHI-ATACOCHA,TERMINAL,[00-0A-19-CA-01-77]
AYACUCHO,AY-0400,AY-0400-A01,SANTA ROSA DE LA VICTORIA,TERMINAL,00-0A-19-CB-2B-EB
AYACUCHO,AY-0401,AY-0401-A01,OCCOLLO,TERMINAL,[00-0A-19-C9-F4-FF]
AYACUCHO,AY-0402,AY-0402-A01,CHONGOS CARMEN PAMPA,TERMINAL,[00-0A-19-CA-4B-9C]
AYACUCHO,AY-0403,AY-0403-A01,VISTA ALEGRE,TERMINAL,00-0A-19-C9-F3-F4
AYACUCHO,AY-0404,AY-0404-A01,SAN JOSE DE BELLAVISTA,TERMINAL,00-0A-19-CA-01-F9
AYACUCHO,AY-0406,AY-0406-A01,YANAHUANCO BAJO,TERMINAL,00-0A-19-C9-F4-32
AYACUCHO,AY-0407,AY-0407-A01,CCECHCCA,TERMINAL,[00-0A-19-CA-02-17]
AYACUCHO,AY-0408,AY-0408-A01,CHONTACA,TERMINAL,OFFLINE
AYACUCHO,AY-0409,AY-0409-A01,QOCHACC,TERMINAL,00-0A-19-CA-78-59
AYACUCHO,AY-0410,AY-0410-A01,GLORIA SOL NACIENTE,INTERMEDIO,00-0A-19-CA-78-2C
AYACUCHO,AY-0411,AY-0411-A01,VILLA MEJORADA,INTERMEDIO,00-0A-19-CA-77-68
AYACUCHO,AY-0412,AY-0412-A01,YARURI,INTERMEDIO,00-0A-19-CA-77-41
AYACUCHO,AY-0413,AY-0413-A01,CHIHUILLO ALTO SAN ANTONIO,TERMINAL,00-0A-19-CA-49-EF
AYACUCHO,AY-0414,AY-0414-A01,AREQUIPA,INTERMEDIO,00-0A-19-CA-4B-5F
AYACUCHO,AY-0415,AY-0415-A01,CHACARI ANTIGUO,TERMINAL,[00-0A-19-C9-F3-CE]
AYACUCHO,AY-0416,AY-0416-A01,PAMPA CORIS,TERMINAL,00-0A-19-C9-F5-3D
AYACUCHO,AY-0417,AY-0417-A01,VILLA HUAYLONGA,TERMINAL,00-0A-19-CA-02-88
AYACUCHO,AY-0418,AY-0418-A01,GUAYAQUIL,TERMINAL,[00-0A-19-CA-77-A5]
AYACUCHO,AY-0419,AY-0419-A01,LLACTAPATA,INTERMEDIO,00-0A-19-CA-4A-54
AYACUCHO,AY-0420,AY-0420-A01,SAN MIGUEL DE MOTOY,TERMINAL,00-0A-19-CA-03-E1
AYACUCHO,AY-0421,AY-0421-A01,CHACHASPATA,TERMINAL,00-0A-19-C9-F4-2D
AYACUCHO,AY-0422,AY-0422-A01,SATICA,TERMINAL,[00-0A-19-CA-77-A4]
